,chembl_id,synonyms,max_phase,atc_codes,level_4_atc,level_3_atc,level_2_atc,levle_1_atc,drug_type,passes_ro5,chirality,prodrug,oral,parenteral,topical,black_box,availability_type,withdrawn_year,withdrawn_reason,withdrawn_country,withdrawn_class,smiles,molecule_type,structure_type,therapeutic_flag,indication_class,alogp,aromatic_rings,cx_logd,cx_logp,cx_most_apka,cx_most_bpka,full_mwt,hba,hba_lipinski,hbd,hbd_lipinski,heavy_atoms,molecular_species,mw_freebase,mw_monoisotopic,num_lipinski_ro5_violations,num_ro5_violations,psa,qed_weighted,ro3_pass,rtb,parent_chembl_id,parent_smiles,inchi_key,parent_inchi_key,chembl_tox,action_type,direct_interaction,disease_efficacy,molecular_mechanism,target_chembl_id,pubchem_cid,withdrawn_chembl
3472,CHEMBL475534,BAY E 5009|BAY-E-5009|Baypress|NITRENDIPINE,4,C08CA08,C08CA - Dihydropyridine derivatives,C08C - SELECTIVE CALCIUM CHANNEL BLOCKERS WITH MAINLY VASCULAR EFFECTS,C08 - CALCIUM CHANNEL BLOCKERS,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,Small molecule,MOL,True,Antihypertensive,2.57,1,2.17,2.17,,,360.37,7,8,1,1,26,NEUTRAL,360.37,360.1321,0,0,107.77,0.49,N,5,CHEMBL475534,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc([N+](=O)[O-])c1,PVHUJELLJLJGLN-UHFFFAOYSA-N,PVHUJELLJLJGLN-UHFFFAOYSA-N,Safe,BLOCKER,True,True,True,CHEMBL2095229,missing,0
3479,CHEMBL434200,ARTEX|S-2395|TERTATOLOL,4,C07AA16,"C07AA - Beta blocking agents, non-selective",C07A - BETA BLOCKING AGENTS,C07 - BETA BLOCKING AGENTS,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,Small molecule,MOL,True,,2.85,1,0.58,2.88,,9.76,295.45,4,3,2,2,20,BASE,295.45,295.1606,0,0,41.49,0.88,N,5,CHEMBL434200,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,HTWFXPCUFWKXOP-UHFFFAOYSA-N,HTWFXPCUFWKXOP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3482,CHEMBL86882,EFFORTIL|EFFORTIL DEPOT PERLONGETTEN|ETILEFRINE|ETILEFRINE HYDROCHLORIDE,4,C01CA51 | C01CA01,C01CA - Adrenergic and dopaminergic agents | C01CA - Adrenergic and dopaminergic agents,C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES | C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01 - CARDIAC THERAPY | C01 - CARDIAC THERAPY,C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CCNCC(O)c1cccc(O)c1,Small molecule,MOL,True,,1.04,1,-1.07,0.23,9.10,9.73,181.24,3,3,3,3,13,BASE,181.24,181.1103,0,0,52.49,0.65,N,4,CHEMBL86882,CCNCC(O)c1cccc(O)c1,SQVIAVUSQAWMKL-UHFFFAOYSA-N,SQVIAVUSQAWMKL-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3483,CHEMBL189,"MILRINONE|Milrinone|Primacor|WIN 47,203-2|WIN-47203-2",4,C01CE02,C01CE - Phosphodiesterase inhibitors,C01C - CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES,C01 - CARDIAC THERAPY,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,True,False,False,Prescription Only,None,None,None,None,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,Small molecule,MOL,True,Cardiotonic,1.62,2,0.12,0.33,7.54,4.82,211.22,3,4,1,1,16,NEUTRAL,211.22,211.0746,0,0,69.54,0.78,N,1,CHEMBL189,Cc1[nH]c(=O)c(C#N)cc1-c1ccncc1,PZRHRDRVRGEVNW-UHFFFAOYSA-N,PZRHRDRVRGEVNW-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3493,CHEMBL599,ANJESO|MELOXICAM|Mobic|N-1539|N1539|QMIIZ ODT|UH-AC 62XX|UH-AC-62 XX|UHAC-62XX|VIVLODEX,4,M01AC06 | M01AC56,M01AC - Oxicams | M01AC - Oxicams,"M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS | M01A - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS",M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS | M01 - ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS,M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,True,Prescription Only,None,None,None,None,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,Small molecule,MOL,True,Anti-Inflammatory (nonsteroidal),1.95,2,-1.10,1.60,4.47,0.47,351.41,6,7,2,2,23,ACID,351.41,351.0347,0,0,99.60,0.86,N,2,CHEMBL599,Cc1cnc(NC(=O)C2=C(O)c3ccccc3S(=O)(=O)N2C)s1,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,ZRVUJXDFFKFLMG-UHFFFAOYSA-N,toxic_cardio+toxic_gastro+toxic_neuro,INHIBITOR,True,True,True,CHEMBL230,missing,0
3496,CHEMBL435966,K-1900|NAXOGIN 500|NIMORAZOLE|NSC-107524,4,P01AB06,P01AB - Nitroimidazole derivatives,P01A - AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES,P01 - ANTIPROTOZOALS,"P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS",1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Unknown,None,None,None,None,O=[N+]([O-])c1cncn1CCN1CCOCC1,Small molecule,MOL,True,,0.12,1,-0.11,-0.09,,6.05,226.24,6,7,0,0,16,NEUTRAL,226.24,226.1066,0,0,73.43,0.54,N,4,CHEMBL435966,O=[N+]([O-])c1cncn1CCN1CCOCC1,MDJFHRLTPRPZLY-UHFFFAOYSA-N,MDJFHRLTPRPZLY-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3505,CHEMBL1163,ATAZANAVIR|Atazanavir|BMS-232632|CGP-73547|REYATAZ,4,J05AE08,J05AE - Protease inhibitors,J05A - DIRECT ACTING ANTIVIRALS,J05 - ANTIVIRALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,1:Synthetic Small Molecule,False,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,Small molecule,MOL,True,,4.21,3,4.54,4.54,11.92,4.42,704.87,9,13,5,5,51,NEUTRAL,704.87,704.3897,2,1,171.22,0.15,N,14,CHEMBL1163,COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C,AXRYRYVKAWYZBR-GASGPIRDSA-N,AXRYRYVKAWYZBR-GASGPIRDSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3528,CHEMBL65794,CEFPIROME|HR-810 FREE BASE,4,J01DE02,J01DE - Fourth-generation cephalosporins,J01D - OTHER BETA-LACTAM ANTIBACTERIALS,J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,False,Single Stereoisomer,False,False,False,False,False,Unknown,None,None,None,None,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,Small molecule,MOL,True,Antibacterial,-1.04,2,-3.65,-4.02,2.67,3.54,514.59,10,11,2,3,35,ACID,514.59,514.1093,2,1,153.92,0.21,N,7,CHEMBL65794,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[n+]3cccc4c3CCC4)CS[C@H]12)c1csc(N)n1,DKOQGJHPHLTOJR-WHRDSVKCSA-N,DKOQGJHPHLTOJR-WHRDSVKCSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2354204,missing,0
3529,CHEMBL2105612,BAYCILLIN|PHENOXYPROPYLPENICILLIN|PROPICILLIN|PROPICILLIN POTASSIUM,4,J01CE03,J01CE - Beta-lactamase sensitive penicillins,"J01C - BETA-LACTAM ANTIBACTERIALS, PENICILLINS",J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,7:Natural Product-derived,True,Racemic Mixture,False,False,False,False,False,Unknown,None,None,None,None,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,Small molecule,MOL,True,,1.48,1,-1.55,1.85,3.39,,378.45,5,7,2,2,26,ACID,378.45,378.1249,0,0,95.94,0.73,N,6,CHEMBL2105612,CCC(Oc1ccccc1)C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12,HOCWPKXKMNXINF-XQERAMJGSA-N,HOCWPKXKMNXINF-XQERAMJGSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3535,CHEMBL1303,Neupro|ROTIGOTINE|SPM 962|SPM-962,4,N04BC09,N04BC - Dopamine agonists,N04B - DOPAMINERGIC AGENTS,N04 - ANTI-PARKINSON DRUGS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Single Stereoisomer,False,False,False,True,False,Prescription Only,None,None,None,None,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,Small molecule,MOL,True,,4.27,2,2.21,4.34,10.03,10.97,315.48,3,2,1,1,22,BASE,315.48,315.1657,0,0,23.47,0.86,N,6,CHEMBL1303,CCCN(CCc1cccs1)[C@H]1CCc2c(O)cccc2C1,KFQYTPMOWPVWEJ-INIZCTEOSA-N,KFQYTPMOWPVWEJ-INIZCTEOSA-N,Safe,AGONIST,True,True,True,CHEMBL2331075,missing,0
3536,CHEMBL1201231,PREDNISOLONE PHOSPHORIC ACID|Prednisolone phosphate,4,,,,,,7:Natural Product-derived,True,Single Stereoisomer,False,True,True,True,False,Prescription Only,None,None,None,None,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,Small molecule,MOL,True,Glucocorticoid,1.67,0,-2.42,1.15,1.18,,440.43,6,8,4,4,30,ACID,440.43,440.1600,0,0,141.36,0.48,N,4,CHEMBL1201231,C[C@]12C[C@H](O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)COP(=O)(O)O,JDOZJEUDSLGTLU-VWUMJDOOSA-N,JDOZJEUDSLGTLU-VWUMJDOOSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3537,CHEMBL16080,"1,1,1-Trichloro-Ethane|1,1,1-Trichloroethane|TRICHLOROETHANE",4,,,,,,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Withdrawn,None,None,United States,None,CC(Cl)(Cl)Cl,Small molecule,MOL,False,,2.38,0,2.08,2.08,,,133.41,0,0,0,0,5,,133.41,131.9300,0,0,0.00,0.45,Y,0,CHEMBL16080,CC(Cl)(Cl)Cl,UOCLXMDMGBRAIB-UHFFFAOYSA-N,UOCLXMDMGBRAIB-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,1
3541,CHEMBL24171,5-METHOXYPSORALEN|BERGAPTEN|Bergapten|NSC-95437,4,D05BA03,D05BA - Psoralens for systemic use,D05B - ANTIPSORIATICS FOR SYSTEMIC USE,D05 - ANTIPSORIATICS,D - DERMATOLOGICALS,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Unknown,None,None,None,None,COc1c2ccoc2cc2oc(=O)ccc12,Small molecule,MOL,False,,2.55,3,1.78,1.78,,,216.19,4,4,0,0,16,NEUTRAL,216.19,216.0423,0,0,52.58,0.59,N,1,CHEMBL24171,COc1c2ccoc2cc2oc(=O)ccc12,BGEBZHIAGXMEMV-UHFFFAOYSA-N,BGEBZHIAGXMEMV-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3545,CHEMBL3301622,ASP-2215|ASP2215|GILTERITINIB|Gilteritinib,4,L01XE54,L01XE - Protein kinase inhibitors,L01X - OTHER ANTINEOPLASTIC AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,False,Achiral Molecule,False,True,False,False,True,Prescription Only,None,None,None,None,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,Small molecule,MOL,True,,2.70,2,1.69,2.79,,8.41,552.72,10,11,3,4,40,NEUTRAL,552.72,552.3536,2,1,121.11,0.43,N,9,CHEMBL3301622,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(N4CCN(C)CC4)CC3)c(OC)c2)nc1NC1CCOCC1,GYQYAJJFPNQOOW-UHFFFAOYSA-N,GYQYAJJFPNQOOW-UHFFFAOYSA-N,Safe,INHIBITOR+INHIBITOR,True+True,True+True,True+True,CHEMBL1974+CHEMBL4895,missing,0
3549,CHEMBL1909289,CV 58903|SKF-8318|XENALAMINE|XENAZOIC ACID,4,,,,,,1:Synthetic Small Molecule,True,Racemic Mixture,False,False,False,False,False,Withdrawn,1965,Hepatotoxicity,Francia,Hepatotoxicity,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,Small molecule,MOL,False,,4.71,3,2.04,4.69,4.68,,375.42,4,5,2,2,28,ACID,375.42,375.1471,0,0,75.63,0.44,N,8,CHEMBL1909289,CCOC(Nc1ccc(C(=O)O)cc1)C(=O)c1ccc(-c2ccccc2)cc1,BPOMPTVRBWXZBY-UHFFFAOYSA-N,BPOMPTVRBWXZBY-UHFFFAOYSA-N,Safe,,True,True,True,,missing,1
3552,CHEMBL1551,Actigall|CHOLURSO|DESTOLIT|NSC-683769|URDOX|URSO 250|URSO FORTE|URSODEOXYCHOLIC ACID|URSODESOXYCHOLIC ACID|URSODIOL|URSOFALK|URSOGAL|Urso,4,A05AA02,A05AA - Bile acids and derivatives,A05A - BILE THERAPY,A05 - BILE AND LIVER THERAPY,A - ALIMENTARY TRACT AND METABOLISM,7:Natural Product-derived,True,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,Small molecule,MOL,True,Anticholelithogenic,4.48,0,0.98,3.71,4.60,,392.58,3,4,3,3,28,ACID,392.58,392.2927,0,0,77.76,0.66,N,4,CHEMBL1551,C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3[C@@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,RUDATBOHQWOJDD-UZVSRGJWSA-N,RUDATBOHQWOJDD-UZVSRGJWSA-N,Safe,AGONIST,True,True,True,CHEMBL2047,missing,0
3554,CHEMBL5,"MICTRAL|NALIDIXANE|NALIDIXIC ACID|NALIX|NEGRAM|NSC-82174|Neg Gram|Neggram|URIBEN|Uroneg|WIN 18,320|WIN-18320|Wintomylon",4,J01MB02,J01MB - Other quinolones,J01M - QUINOLONE ANTIBACTERIALS,J01 - ANTIBACTERIALS FOR SYSTEMIC USE,J - ANTIINFECTIVES FOR SYSTEMIC USE,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,False,Discontinued,None,None,None,None,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,Small molecule,MOL,True,Antibacterial,1.42,2,-0.45,0.79,4.37,6.06,232.24,4,5,1,1,17,ACID,232.24,232.0848,0,0,72.19,0.85,N,2,CHEMBL5,CCn1cc(C(=O)O)c(=O)c2ccc(C)nc21,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,MHWLWQUZZRMNGJ-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL2311224,missing,0
3558,CHEMBL3137320,BMN 673|BMN-673|LT-673|TALAZOPARIB,4,L01XX60,L01XX - Other antineoplastic agents,L01X - OTHER ANTINEOPLASTIC AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,True,Single Stereoisomer,False,True,False,False,False,Prescription Only,None,None,None,None,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,Small molecule,MOL,True,,2.63,4,2.11,2.11,9.48,1.45,380.36,6,7,2,2,28,NEUTRAL,380.36,380.1197,0,0,88.49,0.56,N,2,CHEMBL3137320,Cn1ncnc1[C@H]1c2n[nH]c(=O)c3cc(F)cc(c23)N[C@@H]1c1ccc(F)cc1,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,HWGQMRYQVZSGDQ-HZPDHXFCSA-N,Safe,INHIBITOR+INHIBITOR,True+True,True+True,True+True,CHEMBL3105+CHEMBL5366,missing,0
3560,CHEMBL1200979,(+)-PANTHENOL|D-PANTHENOL|D-PANTOTHENYL ALCOHOL|D-Panthenol 50|DEXPANTHENOL|Ilopan|Motilyn|PANTOTHENOL,4,A11HA30 | D03AX03 | S01XA12,A11HA - Other plain vitamin preparations | D03AX - Other cicatrizants | S01XA - Other ophthalmologicals,A11H - OTHER PLAIN VITAMIN PREPARATIONS | D03A - CICATRIZANTS | S01X - OTHER OPHTHALMOLOGICALS,A11 - VITAMINS | D03 - PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS | S01 - OPHTHALMOLOGICALS,A - ALIMENTARY TRACT AND METABOLISM | D - DERMATOLOGICALS | S - SENSORY ORGANS,1:Synthetic Small Molecule,True,Single Stereoisomer,False,False,True,False,False,Prescription Only,None,None,None,None,CC(C)(CO)[C@@H](O)C(=O)NCCCO,Small molecule,MOL,False,Cholinergic,-1.14,0,-1.70,-1.70,12.69,,205.25,4,5,4,4,14,NEUTRAL,205.25,205.1314,0,0,89.79,0.41,N,6,CHEMBL1200979,CC(C)(CO)[C@@H](O)C(=O)NCCCO,SNPLKNRPJHDVJA-ZETCQYMHSA-N,SNPLKNRPJHDVJA-ZETCQYMHSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3562,CHEMBL70418,CLOBAZAM|FRISIUM|H 4723|H-4723|HR 376|HR-376|LM 2717|LM-2717|NSC-336279|ONFI|PERIZAM|SYMPAZAN|TAPCLOB|Urbanyl,4,N05BA09,N05BA - Benzodiazepine derivatives,N05B - ANXIOLYTICS,N05 - PSYCHOLEPTICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,True,Prescription Only,None,None,None,None,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,Small molecule,MOL,True,Tranquilizer (minor),3.37,2,0.97,2.55,5.82,,300.75,2,4,0,0,21,ACID,300.75,300.0666,0,0,40.62,0.76,N,1,CHEMBL70418,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21,CXOXHMZGEKVPMT-UHFFFAOYSA-N,CXOXHMZGEKVPMT-UHFFFAOYSA-N,Safe,POSITIVE ALLOSTERIC MODULATOR,True,True,True,CHEMBL2093872,missing,0
3568,CHEMBL1372,GLUTATHIONE DISULFIDE|OXIGLUTATIONE|Oxiglutatione,4,,,,,,1:Synthetic Small Molecule,False,Single Stereoisomer,False,False,False,False,False,Prescription Only,None,None,None,None,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,Small molecule,MOL,True,,-3.88,0,-16.60,-10.11,1.44,9.61,612.64,12,18,10,12,40,ZWITTERION,612.64,612.1520,3,3,317.64,0.04,N,21,CHEMBL1372,N[C@@H](CCC(=O)N[C@@H](CSSC[C@H](NC(=O)CC[C@H](N)C(=O)O)C(=O)NCC(=O)O)C(=O)NCC(=O)O)C(=O)O,YPZRWBKMTBYPTK-BJDJZHNGSA-N,YPZRWBKMTBYPTK-BJDJZHNGSA-N,Safe,OTHER,True,True,True,CHEMBL2755,missing,0
3569,CHEMBL796,COTEMPLA XR-ODT|Concerta|Daytrana|METHYLPHENIDATE|Methylin,4,N06BA04,N06BA - Centrally acting sympathomimetics,"N06B - PSYCHOSTIMULANTS, AGENTS USED FOR ADHD AND NOOTROPICS",N06 - PSYCHOANALEPTICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Racemic Mixture,False,True,False,True,True,Prescription Only,None,None,None,None,COC(=O)C(c1ccccc1)C1CCCCN1,Small molecule,MOL,True,Stimulant (central),2.09,1,0.57,2.25,,9.09,233.31,3,3,1,1,17,BASE,233.31,233.1416,0,0,38.33,0.81,Y,3,CHEMBL796,COC(=O)C(c1ccccc1)C1CCCCN1,DUGOZIWVEXMGBE-UHFFFAOYSA-N,DUGOZIWVEXMGBE-UHFFFAOYSA-N,Safe,INHIBITOR+INHIBITOR,True+True,True+True,True+True,CHEMBL238+CHEMBL222,missing,0
3575,CHEMBL905,L-705126|MAXALT|MK-462|MK-462 FREE BASE|Maxalt|Maxalt-Mlt|RIZATRIPTAN|Rizatriptan,4,N02CC04,N02CC - Selective serotonin (5HT1) agonists,N02C - ANTIMIGRAINE PREPARATIONS,N02 - ANALGESICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,Small molecule,MOL,True,Antimigraine,1.91,3,-0.37,1.77,,9.56,269.35,4,5,1,1,20,BASE,269.35,269.1640,0,0,49.74,0.77,N,5,CHEMBL905,CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12,ULFRLSNUDGIQQP-UHFFFAOYSA-N,ULFRLSNUDGIQQP-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3578,CHEMBL1371,CHLORZOXAZONE|Chlorzoxazone|NSC-26189|PARAFON FORTE DSC|Paraflex|Parafon|Parafon Forte|Parafon-Forte|STRIFON FORTE DSC|Strifon,4,M03BB53 | M03BB73 | M03BB03,"M03BB - Oxazol, thiazine, and triazine derivatives | M03BB - Oxazol, thiazine, and triazine derivatives | M03BB - Oxazol, thiazine, and triazine derivatives","M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS",M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS,M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,O=c1[nH]c2cc(Cl)ccc2o1,Small molecule,MOL,True,Relaxant (skeletal muscle),1.77,2,1.93,1.94,9.39,,169.57,2,3,1,1,11,NEUTRAL,169.57,168.9931,0,0,46.00,0.65,Y,0,CHEMBL1371,O=c1[nH]c2cc(Cl)ccc2o1,TZFWDZFKRBELIQ-UHFFFAOYSA-N,TZFWDZFKRBELIQ-UHFFFAOYSA-N,Safe,OPENER,True,True,True,CHEMBL4305,missing,0
3579,CHEMBL285802,ZOLEPTIL 100|ZOLEPTIL 25|ZOLEPTIL 50|ZOTEPINE,4,N05AX11,N05AX - Other antipsychotics,N05A - ANTIPSYCHOTICS,N05 - PSYCHOLEPTICS,N - NERVOUS SYSTEM,1:Synthetic Small Molecule,True,Achiral Molecule,False,False,False,False,False,Unknown,None,None,None,None,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,Small molecule,MOL,True,,4.88,2,2.98,4.51,,8.92,331.87,3,2,0,0,22,BASE,331.87,331.0798,0,0,12.47,0.79,N,4,CHEMBL285802,CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,HDOZVRUNCMBHFH-UHFFFAOYSA-N,HDOZVRUNCMBHFH-UHFFFAOYSA-N,Safe,missing,missing,missing,missing,missing,missing,0
3580,CHEMBL3137309,ABT-199|GDC-0199|RG-7601|RG7601|VENCLEXTA|VENETOCLAX,4,L01XX52,L01XX - Other antineoplastic agents,L01X - OTHER ANTINEOPLASTIC AGENTS,L01 - ANTINEOPLASTIC AGENTS,L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS,1:Synthetic Small Molecule,False,Achiral Molecule,False,True,False,False,False,Prescription Only,None,None,None,None,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,Small molecule,MOL,True,,8.66,5,6.88,6.76,4.18,7.96,868.46,11,14,3,3,61,ACID,868.46,867.3181,3,3,172.03,0.08,N,13,CHEMBL3137309,CC1(C)CCC(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(NCC5CCOCC5)c([N+](=O)[O-])c4)c(Oc4cnc5[nH]ccc5c4)c3)CC2)=C(c2ccc(Cl)cc2)C1,LQBVNQSMGBZMKD-UHFFFAOYSA-N,LQBVNQSMGBZMKD-UHFFFAOYSA-N,Safe,INHIBITOR,True,True,True,CHEMBL4860,missing,0
3590,CHEMBL412873,SPARTEINE|Sparteine,4,C01BA04,"C01BA - Antiarrhythmics, class Ia","C01B - ANTIARRHYTHMICS, CLASS I AND III",C01 - CARDIAC THERAPY,C - CARDIOVASCULAR SYSTEM,1:Synthetic Small Molecule,True,Single Stereoisomer,False,False,False,False,False,Withdrawn,None,None,United States,None,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,Small molecule,MOL,False,Oxytocic,2.35,0,0.04,2.03,,9.16,234.39,2,2,0,0,17,BASE,234.39,234.2096,0,0,6.48,0.63,Y,0,CHEMBL412873,C1CCN2C[C@H]3C[C@H](CN4CCCC[C@H]34)[C@@H]2C1,SLRCCWJSBJZJBV-TUVASFSCSA-N,SLRCCWJSBJZJBV-TUVASFSCSA-N,Safe,missing,missing,missing,missing,missing,missing,1
